name,x,y,width,height
r2347,7380,2316,4,19
r2348,8150,393,3,20
r2349,7471,2877,2,2
r2350,426,5933,2,4
r2351,7957,2187,3,8
r2352,2320,1773,4,10
r2353,9140,3045,3,17
r2354,7090,6887,4,20
r2355,4142,8443,2,16
r2356,463,5023,4,15
r2357,9538,8572,1,12
r2358,8212,5235,2,20
r2359,2130,1024,1,20
r2360,6890,4917,5,8
r2361,8574,7101,3,8
r2362,6413,6850,5,20
r2363,4277,6029,1,5
r2364,9906,8796,5,7
r2365,9002,8026,4,10
r2366,2104,5005,1,12
r2367,3619,6934,4,18
r2368,8359,8627,3,14
r2369,7944,554,4,13
r2370,1797,2650,2,14
r2371,2577,4437,1,17
r2372,7695,3017,3,4
r2373,1306,9564,4,16
r2374,8402,8547,2,4
r2375,7423,7108,5,16
r2376,679,7090,2,19
r2377,7369,9402,4,2
r2378,7814,2912,5,11
r2379,3429,2649,5,11
r2380,9435,5625,3,9
r2381,2379,801,1,16
r2382,5422,5770,5,17
r2383,63,7647,2,7
r2384,8573,9691,4,16
r2385,6475,8521,3,14
r2386,6834,6473,1,14
r2387,7565,7494,1,18
r2388,6624,896,1,7
r2389,6836,3836,4,10
r2390,4371,6052,4,15
r2391,379,4153,3,19
r2392,3229,819,4,10
r2393,5541,3061,2,3
r2394,1851,9675,4,17
r2395,4440,3490,3,10
r2396,6255,9863,1,5
r2397,2385,5268,2,19
r2398,1402,7759,5,12
r2399,5560,9981,3,7
r2400,6775,1628,1,9
r2401,334,5584,3,18
r2402,6046,9995,5,2
r2403,89,9956,3,9
r2404,9328,3431,1,14
r2405,3690,2343,5,10
r2406,1723,4242,2,7
r2407,7729,7503,4,10
r2408,5327,5183,3,17
r2409,8717,9360,2,10
r2410,4446,3599,4,18
r2411,7746,2365,1,12
r2412,2493,942,4,20
r2413,728,2026,3,17
r2414,7483,307,1,3
r2415,8829,279,1,20
r2416,162,6052,2,10
r2417,4827,5909,5,12
r2418,2911,3073,2,4
r2419,7466,8269,3,8
r2420,4821,7937,3,20
r2421,4167,9823,2,16
r2422,5772,5884,5,13
r2423,2259,3525,3,19
r2424,8914,7051,3,15
r2425,7696,4140,2,14
r2426,2930,4865,5,2
r2427,4133,6908,5,11
r2428,839,5762,1,17
r2429,3188,7792,3,17
r2430,897,7125,2,2
r2431,8909,718,5,14
r2432,7153,6746,3,7
r2433,3086,5324,2,10
r2434,3605,7304,2,5
r2435,5382,6261,1,12
r2436,1178,9337,4,4
r2437,8279,4400,5,1
r2438,3207,3735,1,15
r2439,4248,2137,4,2
r2440,2109,5001,2,16
r2441,553,1387,4,18
r2442,4587,8984,3,19
r2443,8996,3038,5,13
r2444,4306,7044,5,18
r2445,9820,8911,1,18
r2446,1977,4400,4,18
r2447,7367,723,3,8
r2448,4773,1137,3,7
r2449,614,9809,1,11
r2450,8038,7868,2,17
r2451,5866,3249,2,6
r2452,7040,5902,1,9
r2453,4354,7752,4,17
r2454,6196,8959,3,15
r2455,1700,6517,4,5
r2456,747,4266,2,4
r2457,6034,5393,2,13
r2458,686,8949,4,8
r2459,9024,8593,5,1
r2460,1217,7948,1,1
r2461,3030,1447,3,16
r2462,3947,6317,3,7
r2463,7394,367,4,9
r2464,7378,4046,2,1
r2465,3688,2103,3,9
r2466,2621,3767,3,8
r2467,738,1139,4,3
r2468,5883,8523,5,4
r2469,3941,5908,5,11
r2470,2298,4191,4,12
r2471,4373,1756,4,3
r2472,9267,1030,2,18
r2473,926,6620,1,10
r2474,754,7841,5,17
r2475,626,4823,1,8
r2476,3235,3202,5,10
r2477,978,2432,1,9
r2478,3699,589,2,2
r2479,4545,9633,5,17
r2480,9409,4620,2,8
r2481,5573,1122,1,2
r2482,3740,2266,5,14
r2483,5059,7209,3,18
r2484,3261,7129,5,16
r2485,416,2179,1,1
r2486,3803,3220,2,15
r2487,4118,3656,5,17
r2488,6961,7644,1,18
r2489,9754,8399,4,11
r2490,6326,2359,2,11
r2491,8947,6645,4,20
r2492,4641,8010,5,10
r2493,5240,665,4,20
r2494,7959,2457,1,20
r2495,156,7457,1,14
r2496,4361,7214,3,11
r2497,7631,9143,3,1
r2498,134,8002,5,1
r2499,5046,2684,4,10
r2500,486,9276,2,6
r2501,9681,1713,2,18
r2502,6381,1887,5,3
r2503,2544,5280,2,9
r2504,14,8494,4,10
r2505,4883,4435,3,18
r2506,3206,9890,5,6
r2507,5229,9825,5,7
r2508,1916,7324,5,13
r2509,2984,4398,4,4
r2510,6880,7532,5,18
r2511,1952,8490,5,8
r2512,4198,7632,3,3
r2513,5384,1915,1,9
r2514,4159,2812,5,7
r2515,5268,7561,1,11
r2516,2768,970,1,10
r2517,8243,7189,5,7
r2518,6511,1778,3,9
r2519,843,4713,2,5
r2520,1185,4570,1,17
r2521,9345,3221,2,18
r2522,7077,4804,3,19
r2523,8804,8381,1,6
r2524,4967,5697,5,1
r2525,4025,5266,5,6
r2526,1046,4034,2,11
r2527,1885,4151,1,17
r2528,9152,8665,1,18
r2529,7638,5165,1,14
r2530,5561,3683,4,18
r2531,2884,2322,2,16
r2532,6392,6424,5,8
r2533,3023,1201,5,2
r2534,3754,3084,4,1
r2535,3084,3691,4,14
r2536,8755,7682,4,2
r2537,2987,538,3,8
r2538,7272,4478,1,5
r2539,9629,9882,3,12
r2540,7878,4471,1,7
r2541,6225,9189,3,18
r2542,3995,8503,3,12
r2543,2362,3908,4,5
r2544,5137,7878,3,5
r2545,180,5966,5,17
r2546,1209,6176,3,19
r2547,9742,6162,4,15
r2548,1628,900,5,12
r2549,4666,4249,4,18
r2550,1421,6904,2,4
r2551,9464,7445,1,10
r2552,65,9164,4,12
r2553,4912,2699,5,7
r2554,7620,3174,3,18
r2555,1985,9633,3,1
r2556,3583,9804,5,2
r2557,5012,8901,2,10
r2558,1335,5400,1,19
r2559,6316,4956,1,18
r2560,4474,231,1,4
r2561,984,3751,5,9
r2562,6435,97,1,8
r2563,755,8726,2,6
r2564,209,5666,3,1
r2565,3598,2028,3,2
r2566,8741,494,5,18
r2567,6728,6399,1,14
r2568,5406,1888,3,11
r2569,2248,7351,4,12
r2570,3610,951,2,7
r2571,5965,2666,1,7
r2572,1711,9407,1,4
r2573,9353,4632,1,16
r2574,111,8144,2,4
r2575,310,2528,3,17
r2576,6106,7836,4,17
r2577,6296,4859,2,9
r2578,3522,3748,3,13
r2579,7271,3158,2,4
r2580,9004,226,1,7
r2581,9378,8530,4,2
r2582,370,593,5,5
r2583,3598,7410,4,3
r2584,1093,8751,2,18
r2585,1472,1023,5,4
r2586,6820,7283,2,14
r2587,6723,6780,3,10
r2588,9713,4849,2,2
r2589,7533,8175,5,14
r2590,4720,2389,1,17
r2591,7406,8245,3,2
r2592,3156,8385,2,18
r2593,1165,5246,1,6
r2594,9944,933,4,5
r2595,6491,3593,3,8
r2596,2578,4506,1,2
r2597,3899,2723,3,6
r2598,6495,5498,1,3
r2599,1504,4576,3,4
r2600,4794,5568,1,20
r2601,9053,2580,3,16
r2602,9536,6209,5,2
r2603,3315,8110,2,19
r2604,133,2029,5,18
r2605,5565,4294,2,9
r2606,3935,7513,5,13
r2607,1345,6210,1,18
r2608,6388,6951,4,14
r2609,2257,9430,2,6
r2610,3498,3187,1,13
r2611,5357,3717,2,7
r2612,7306,7041,3,20
r2613,3511,5628,4,8
r2614,7536,1064,2,18
r2615,6783,4098,2,4
r2616,4106,7861,3,15
r2617,7194,668,4,17
r2618,7858,2927,2,19
r2619,4389,577,5,15
r2620,2608,3272,4,4
r2621,9877,6857,2,11
r2622,7210,7311,2,9
r2623,9857,8243,2,9
r2624,2702,3203,3,3
r2625,5493,1202,4,11
r2626,8371,2982,4,15
r2627,9056,5713,3,4
r2628,1641,6156,5,3
r2629,9008,9571,5,11
r2630,6221,74,2,8
r2631,1837,7063,3,14
r2632,6780,2994,5,9
r2633,1248,3416,2,18
r2634,8070,3785,4,8
r2635,9934,8180,4,16
r2636,9950,7993,3,14
r2637,493,5665,1,6
r2638,7636,2438,1,17
r2639,500,4459,3,15
r2640,9555,723,1,20
r2641,5468,5873,1,8
r2642,7636,9861,3,15
r2643,4720,1311,2,2
r2644,1717,4148,3,15
r2645,7199,481,4,9
r2646,1347,6409,1,14
r2647,7418,5739,3,5
r2648,8360,4308,5,20
r2649,7030,4316,4,11
r2650,4962,5662,1,19
r2651,6883,1617,1,10
r2652,2405,2,3,12
r2653,6079,2303,1,8
r2654,1624,4657,5,17
r2655,4952,8929,1,6
r2656,9983,8101,4,17
r2657,1043,2626,4,16
r2658,1530,495,5,19
r2659,8783,4327,2,13
r2660,8110,618,5,14
r2661,3211,4365,2,8
r2662,7206,1434,4,9
r2663,3931,146,2,10
r2664,5655,956,2,19
r2665,4230,5850,2,16
r2666,6951,4587,2,12
r2667,5228,3793,5,16
r2668,9507,5695,4,18
r2669,4548,5578,5,14
r2670,4601,6403,1,16
r2671,5783,4097,4,20
r2672,9645,36,4,7
r2673,3758,9702,3,14
r2674,4762,2967,3,1
r2675,7121,9492,5,15
r2676,5538,1410,4,11
r2677,9903,6463,2,9
r2678,3673,707,5,15
r2679,6995,918,2,7
r2680,8250,9185,3,13
r2681,5957,1809,5,15
r2682,3167,8572,4,13
r2683,7273,1300,3,16
r2684,5472,4392,2,9
r2685,7743,5601,4,16
r2686,7357,1385,3,7
r2687,961,3320,1,7
r2688,2053,3993,4,9
r2689,676,3565,4,4
r2690,7134,3495,2,10
r2691,5285,5868,4,5
r2692,8849,5384,5,7
r2693,1664,444,5,15
r2694,8737,2058,5,4
r2695,7209,5167,1,8
r2696,7493,4934,5,9
r2697,4792,6692,1,15
r2698,252,4029,3,12
r2699,2696,7905,1,20
r2700,4246,9631,2,20
r2701,52,8925,5,19
r2702,4804,5532,5,4
r2703,8341,6391,3,3
r2704,6980,4378,5,10
r2705,1510,183,5,8
r2706,175,6458,5,6
r2707,1797,5007,3,5
r2708,5339,4975,1,7
r2709,109,7847,5,12
r2710,6948,6761,2,12
r2711,5314,5551,1,12
r2712,5535,8243,4,4
r2713,9751,2512,4,13
r2714,2121,4561,2,5
r2715,8790,8551,3,19
r2716,7273,8844,4,2
r2717,6065,3762,3,2
r2718,4323,4611,2,8
r2719,8299,8313,3,18
r2720,7286,4221,2,20
r2721,7848,972,4,10
r2722,2012,1560,1,13
r2723,6056,9462,3,3
r2724,1622,6702,1,13
r2725,9261,4085,4,10
r2726,3969,1704,3,6
r2727,3900,5045,1,5
r2728,7116,4510,4,14
r2729,7196,8090,1,7
r2730,3943,7529,5,5
r2731,1133,7976,2,6
r2732,1093,629,3,3
r2733,9466,9765,1,17
r2734,8307,5469,1,2
r2735,3589,4107,2,18
r2736,8608,2308,3,20
r2737,7762,6299,3,17
r2738,3228,7192,3,3
r2739,4455,6625,5,12
r2740,9758,3326,2,11
r2741,3139,7581,1,16
r2742,2634,2871,2,4
r2743,6678,2698,1,9
r2744,7729,4240,3,7
r2745,2679,7386,1,10
r2746,2949,3453,4,18
r2747,5597,9681,1,3
r2748,3067,4556,5,6
r2749,5350,8587,2,11
r2750,7502,3741,2,9
r2751,724,9522,1,10
r2752,5500,5032,4,18
r2753,8460,4887,2,3
r2754,295,7506,5,8
r2755,8967,498,5,11
r2756,557,2283,3,11
r2757,3705,9498,4,20
r2758,5131,572,4,11
r2759,2614,8681,1,10
r2760,3257,6522,3,13
r2761,4491,8580,2,13
r2762,6744,8168,3,18
r2763,9679,4815,5,3
r2764,2045,3478,2,6
r2765,1423,3108,5,19
r2766,5025,3498,1,15
r2767,8899,9738,5,8
r2768,5190,7293,5,6
r2769,7792,7247,2,9
r2770,9888,9941,2,2
r2771,1188,383,4,17
r2772,1998,5209,5,16
r2773,9282,2677,1,2
r2774,3039,1813,5,15
r2775,8711,8921,2,4
r2776,6127,4639,3,1
r2777,4531,9352,3,14
r2778,8668,4560,3,11
r2779,8986,9643,2,10
r2780,855,94,2,14
r2781,9246,3734,4,5
r2782,9971,2735,3,18
r2783,5493,611,1,10
r2784,7469,6138,2,20
r2785,2888,5982,4,18
r2786,3111,4716,3,6
r2787,553,931,1,12
r2788,2165,9548,5,9
r2789,277,8645,4,6
r2790,2447,8271,4,6
r2791,4236,591,4,10
r2792,1432,9380,4,6
r2793,3756,5686,5,6
r2794,1361,4714,2,8
r2795,288,7424,5,5
r2796,2695,568,4,20
r2797,4274,6944,1,15
r2798,4357,637,4,1
r2799,5193,3470,1,1
r2800,3715,5894,5,17
r2801,3471,3538,5,11
r2802,8594,8846,5,13
r2803,4155,7288,3,8
r2804,7099,5050,4,14
r2805,7348,293,5,18
r2806,8845,1598,2,11
r2807,6439,5260,2,8
r2808,2480,6642,3,14
r2809,7216,3789,2,15
r2810,2240,2041,4,2
r2811,3147,9618,1,2
r2812,1896,7689,4,14
r2813,2539,8344,1,2
r2814,9359,6996,2,18
r2815,1796,882,3,11
r2816,7194,1694,4,9
r2817,2057,8567,5,12
r2818,8506,4771,1,1
r2819,5481,4658,2,8
r2820,4702,6106,5,12
r2821,7205,511,2,2
r2822,5210,3129,2,12
r2823,316,1462,4,9
r2824,1923,8,4,16
r2825,4236,8600,4,10
r2826,7913,6672,2,14
r2827,4209,6373,3,8
r2828,7623,8332,5,13
r2829,8410,1326,1,1
r2830,1552,9101,3,3
r2831,9953,7566,1,20
r2832,438,9151,4,2
r2833,753,3059,2,13
r2834,7338,8216,3,14
r2835,4012,888,4,14
r2836,479,396,5,18
r2837,2949,1457,1,17
r2838,847,8813,1,10
r2839,2059,220,1,17
r2840,6245,950,1,12
r2841,9424,6881,1,5
r2842,1928,5834,4,14
r2843,9696,8160,1,16
r2844,6167,8455,3,11
r2845,5466,4753,5,15
r2846,8314,4251,5,14
r2847,502,4442,3,12
r2848,1115,7391,5,19
r2849,6748,6786,1,19
r2850,1079,9798,2,1
r2851,8109,1224,2,15
r2852,84,6492,1,14
r2853,8624,7342,5,15
r2854,5477,1966,3,5
r2855,7860,4430,1,3
r2856,5256,9337,1,12
r2857,9090,7146,2,3
r2858,895,278,4,2
r2859,4608,9651,4,2
r2860,20,5058,4,10
r2861,2534,1999,1,13
r2862,5899,5108,5,20
r2863,8558,3743,2,17
r2864,8541,9825,4,18
r2865,8094,6372,1,15
r2866,4727,5217,2,12
r2867,9827,8598,4,17
r2868,6373,4371,4,19
r2869,7604,4727,3,9
r2870,1849,3114,2,16
r2871,6642,1172,3,4
r2872,4549,7616,1,9
r2873,813,1893,1,17
r2874,3605,4034,4,3
r2875,1288,8244,4,13
r2876,8830,152,1,4
r2877,7873,4312,3,19
r2878,211,1447,5,18
r2879,8925,6989,5,6
r2880,7608,7212,1,1
r2881,4122,4514,2,6
r2882,1096,9874,4,11
r2883,7650,8949,3,14
r2884,3770,5896,1,15
r2885,6307,4257,1,17
r2886,4775,8715,4,16
r2887,7910,7637,2,1
r2888,2503,4478,2,10
r2889,9074,3203,3,6
r2890,6524,1438,3,3
r2891,6588,3106,2,20
r2892,7937,9833,3,8
r2893,9288,3311,3,15
r2894,745,6252,2,4
r2895,9054,1626,4,10
r2896,9331,4275,2,18
r2897,3533,7741,5,19
r2898,5700,2901,2,10
r2899,8899,7502,1,6
r2900,6472,6540,4,16
r2901,3908,7966,5,7
r2902,9416,6225,2,11
r2903,8039,8707,4,12
r2904,1817,7527,1,7
r2905,8477,4531,1,10
r2906,6933,1456,3,16
r2907,1075,1072,4,12
r2908,9505,7600,1,8
r2909,8253,8204,2,7
r2910,1346,1677,4,10
r2911,5720,5969,3,13
r2912,400,5683,2,20
r2913,7620,9410,1,19
r2914,1495,6305,3,16
r2915,1582,3503,1,5
r2916,940,1124,5,10
r2917,41,8285,1,2
r2918,6642,4114,2,14
r2919,5959,5399,3,7
r2920,8499,5410,3,10
r2921,4718,6620,3,17
r2922,2200,6493,5,4
r2923,451,3759,2,9
r2924,1992,5140,1,11
r2925,2918,3692,3,5
r2926,7737,7768,2,3
r2927,579,3115,1,11
r2928,5264,873,5,3
r2929,2172,3422,3,20
r2930,4435,5726,3,15
r2931,5170,327,3,7
r2932,7925,3052,4,13
r2933,7559,9209,4,13
r2934,7038,4723,1,1
r2935,5739,2896,2,10
r2936,184,5702,1,18
r2937,5034,6744,3,4
r2938,5649,745,5,10
r2939,5306,2734,1,5
r2940,5929,2576,3,2
r2941,4203,6640,2,9
r2942,1374,1962,5,16
r2943,5050,3108,5,4
r2944,6993,4309,5,11
r2945,8957,10,2,4
r2946,6709,7640,2,2
r2947,3057,7643,3,3
r2948,7262,9935,1,20
r2949,9587,8038,1,5
r2950,357,7512,1,11
r2951,9219,3211,5,9
r2952,521,6482,4,5
r2953,3053,2963,1,4
r2954,1296,9033,5,19
r2955,6587,7913,1,13
r2956,8503,2842,5,12
r2957,1354,4800,4,1
r2958,339,7746,3,18
r2959,2721,1200,5,9
r2960,7672,4163,4,5
r2961,9699,9454,5,16
r2962,9312,1717,5,17
r2963,4304,7462,2,3
r2964,6274,9129,4,20
r2965,4938,266,5,5
r2966,8208,2595,5,5
r2967,2609,378,1,4
r2968,2436,2864,5,10
r2969,1033,5245,5,10
r2970,9170,5977,2,8
r2971,4051,2942,3,9
r2972,144,6550,1,16
r2973,1559,7141,5,4
r2974,8709,4142,1,3
r2975,8324,422,4,5
r2976,9404,9835,2,8
r2977,6903,5563,1,19
r2978,8122,9668,4,17
r2979,2985,4876,2,2
r2980,6893,5481,3,13
r2981,5725,6427,2,18
r2982,7739,4696,1,20
r2983,6029,1726,5,19
r2984,5746,8111,3,2
r2985,9971,1666,4,8
r2986,849,1677,4,1
r2987,9166,1918,5,3
r2988,1203,5527,5,19
r2989,6237,8660,1,19
r2990,1047,5630,1,4
r2991,2976,2561,3,17
r2992,8461,321,4,16
r2993,9261,3136,5,13
r2994,5860,7259,2,10
r2995,4919,9165,4,2
r2996,9934,2645,2,7
r2997,6028,4753,3,1
r2998,9385,392,5,13
r2999,3167,7080,2,4
r3000,6783,7909,3,13
r3001,7678,1659,4,19
r3002,6306,2931,5,9
r3003,4591,6826,2,20
r3004,6278,6573,3,6
r3005,7121,640,2,11
r3006,9403,239,4,5
r3007,7385,6397,3,11
r3008,5349,4468,3,17
r3009,6141,6793,2,3
r3010,4034,7303,3,5
r3011,8564,7856,3,4
r3012,1556,4997,4,7
r3013,3297,2420,4,17
r3014,4290,3576,5,13
r3015,2616,1406,5,10
r3016,2337,9854,1,19
r3017,3105,7764,5,19
r3018,5114,2868,5,16
r3019,2922,5528,3,12
r3020,4225,4527,1,3
r3021,2199,1151,2,5
r3022,4380,4903,3,6
r3023,5196,1676,2,10
r3024,48,4257,5,9
r3025,1020,2420,3,19
r3026,3388,889,5,1
r3027,9216,3365,5,11
r3028,9773,5933,1,16
r3029,1783,4627,3,2
r3030,3400,7552,5,4
r3031,8913,3558,1,1
r3032,108,6571,3,13
r3033,4992,365,1,5
r3034,6430,7752,1,8
r3035,4465,6288,3,1
r3036,7695,4924,1,3
r3037,8859,4163,5,7
r3038,9635,5064,4,14
r3039,6766,6165,5,11
r3040,488,8766,2,13
r3041,7501,7518,4,15
r3042,957,2647,1,18
r3043,7969,8845,4,13
r3044,7522,9153,3,1
r3045,311,5568,2,15
r3046,6065,7018,1,10
r3047,3327,7576,4,12
r3048,860,3633,1,15
r3049,5111,5302,4,18
r3050,9879,9257,3,3
r3051,7234,6347,4,12
r3052,4762,5925,3,13
r3053,4610,449,3,13
r3054,5912,4241,5,19
r3055,673,4826,4,15
r3056,6216,5371,3,4
r3057,6789,3315,4,14
r3058,1454,1433,3,12
r3059,2899,4851,2,17
r3060,1999,5838,4,6
r3061,7152,3190,1,12
r3062,1550,5278,5,14
r3063,7826,9376,2,12
r3064,2982,6736,3,9
r3065,3971,9199,2,10
r3066,7960,1164,4,14
r3067,4316,4409,5,5
r3068,2777,1046,1,1
r3069,8733,9721,2,14
r3070,3622,4665,5,8
r3071,5981,5232,1,16
r3072,5598,2027,2,19
r3073,3987,8290,1,6
r3074,2735,6072,1,7
r3075,7165,4361,1,10
r3076,3354,9769,2,13
r3077,5983,8667,3,14
r3078,3896,6553,2,9
r3079,9480,9955,2,14
r3080,2573,9584,1,16
r3081,5209,1639,1,16
r3082,2581,1612,1,2
r3083,5252,8746,1,11
r3084,7900,9100,1,1
r3085,8216,2901,3,14
r3086,3930,7707,4,1
r3087,8704,3783,5,17
r3088,3527,8448,2,1
r3089,7730,3866,5,7
r3090,4820,7933,4,3
r3091,2871,9777,3,7
r3092,18,2422,4,19
r3093,4077,4546,3,13
r3094,9579,3018,2,6
r3095,5209,901,1,19
r3096,5618,6672,5,6
r3097,9927,6914,2,2
r3098,6327,9213,3,5
r3099,6839,7991,4,10
r3100,5723,5336,1,15
r3101,1862,6787,2,8
r3102,8866,5840,3,1
r3103,5403,3693,3,14
r3104,9365,2054,1,9
r3105,6560,1066,4,8
r3106,3463,9990,3,2
r3107,5522,4461,1,4
r3108,1928,8537,3,1
r3109,4764,5574,3,2
r3110,2998,1792,4,5
r3111,1541,1835,4,12
r3112,2288,2450,2,3
r3113,5053,4912,5,5
r3114,6962,790,5,11
r3115,8042,4989,1,14
r3116,5342,3120,4,7
r3117,2414,2759,1,1
r3118,6954,2578,3,20
r3119,3950,8510,4,1
r3120,7071,6943,4,17
r3121,1708,2975,5,20
r3122,1930,3312,5,14
r3123,9378,9551,4,19
r3124,1835,2384,2,4
r3125,2451,2520,4,13
r3126,575,1576,2,15
r3127,1732,4523,3,1
r3128,9115,5221,1,10
r3129,2999,9271,3,9
r3130,6762,7134,1,2
r3131,1625,568,4,19
r3132,3649,3971,5,11
r3133,8414,4298,2,17
r3134,4815,6719,2,15
r3135,9840,8533,5,2
r3136,2613,2916,1,9
r3137,7285,5004,1,19
r3138,5977,3837,4,16
r3139,6776,4226,2,18
r3140,1434,9722,2,6
r3141,3812,9775,4,11
r3142,4765,6359,5,10
r3143,6238,241,4,17
r3144,1541,1303,2,4
r3145,5327,8510,2,12
r3146,4422,953,3,10
r3147,9079,4456,5,3
r3148,2910,2670,5,9
r3149,7502,588,3,6
r3150,4328,8972,2,17
r3151,3571,2223,4,18
r3152,5353,3524,1,8
r3153,5535,5424,1,10
r3154,6967,4962,3,11
r3155,3991,3777,2,18
r3156,5443,251,4,2
r3157,3127,7045,2,7
r3158,228,8714,4,20
r3159,4667,8491,1,16
r3160,1937,4901,1,10
r3161,2070,1881,5,4
r3162,2276,723,4,12
r3163,9690,1594,2,4
r3164,3121,4868,4,7
r3165,1969,6354,1,4
r3166,7658,4411,4,15
r3167,2559,4036,1,4
r3168,5717,8501,5,9
r3169,8299,2907,4,5
r3170,779,420,5,15
r3171,5979,6566,2,20
r3172,305,1592,4,14
r3173,5965,3981,2,6
r3174,1541,2952,1,17
r3175,549,7254,4,11
r3176,1178,538,2,13
r3177,7220,504,2,18
r3178,6848,7061,2,14
r3179,6259,4862,5,13
r3180,7118,2651,4,19
r3181,3187,7385,2,6
r3182,4155,5400,1,1
r3183,9691,6275,2,11
r3184,2975,4109,4,11
r3185,6350,9939,2,13
r3186,3056,8665,1,20
r3187,3253,9413,3,19
r3188,9433,9029,4,3
r3189,3167,4572,4,8
r3190,2320,830,2,15
r3191,2717,376,5,19
r3192,2228,3602,5,10
r3193,2203,52,1,14
r3194,8673,1128,5,11
r3195,5641,4486,5,6
r3196,9796,4772,1,6
r3197,3299,5129,1,14
r3198,4631,4991,4,2
r3199,166,4571,5,2
r3200,2910,7078,2,12
r3201,8715,7785,5,13
r3202,7050,6436,1,5
r3203,263,6401,5,13
r3204,3762,5733,2,10
r3205,9263,6743,4,17
r3206,1702,5387,3,17
r3207,7249,4262,5,7
r3208,3212,3458,1,4
r3209,6106,7382,5,6
r3210,4721,1798,2,18
r3211,4663,3707,3,9
r3212,707,940,5,16
r3213,4771,5700,5,4
r3214,4827,5466,3,20
r3215,7261,9390,5,3
r3216,9406,2964,4,16
r3217,9227,8277,2,12
r3218,1958,55,3,3
r3219,9224,3723,3,20
r3220,9198,4540,5,2
r3221,8696,3094,5,14
r3222,9630,9401,1,8
r3223,6295,1499,5,7
r3224,2315,6829,5,13
r3225,8230,7957,5,1
r3226,4235,2737,4,8
r3227,685,18,3,15
r3228,9734,3917,5,20
r3229,7314,2887,5,3
r3230,6772,1296,2,12
r3231,8225,3135,4,14
r3232,1918,4146,2,10
r3233,7126,9672,1,14
r3234,2981,7766,1,19
r3235,644,2850,5,17
r3236,3618,6453,4,17
r3237,7137,3952,1,16
r3238,9397,2105,4,3
r3239,9967,2777,4,15
r3240,290,1559,5,14
r3241,8913,1346,2,15
r3242,573,303,3,18
r3243,4360,915,2,18
r3244,5014,7506,1,17
r3245,3080,2741,2,6
r3246,9437,9536,1,5
r3247,244,5043,3,13
r3248,8297,7270,5,14
r3249,4403,6954,1,13
r3250,5721,5798,3,4
r3251,4781,3811,2,8
r3252,454,2653,2,6
r3253,6704,4656,1,3
r3254,4866,9092,3,9
r3255,3709,3585,1,9
r3256,103,8687,1,14
r3257,6065,7054,1,6
r3258,9514,7924,1,20
r3259,7447,1882,5,1
r3260,1376,6884,2,2
r3261,7013,6429,1,14
r3262,9933,4888,3,1
r3263,193,1904,3,10
r3264,3872,4521,5,20
r3265,5695,5480,1,14
r3266,4998,1972,3,17
r3267,1366,9141,3,10
r3268,6724,1096,2,3
r3269,780,6273,2,1
r3270,8978,754,3,19
r3271,8323,6810,5,4
r3272,8127,8513,5,10
r3273,1034,1086,5,20
r3274,3580,3330,4,13
r3275,5442,9975,1,8
r3276,281,7443,2,16
r3277,9158,1709,5,4
r3278,9524,7898,4,3
r3279,8372,5084,5,8
r3280,4120,1921,5,9
r3281,6925,8480,4,2
r3282,6068,8590,5,12
r3283,283,9467,4,20
r3284,8464,4850,5,14
r3285,3606,4092,5,3
r3286,5381,2038,4,18
r3287,3843,4324,1,4
r3288,6124,3407,4,9
r3289,531,266,4,18
r3290,1239,6824,2,8
r3291,7095,5450,2,20
r3292,9037,6527,1,19
r3293,813,3581,4,6
r3294,7422,1590,4,4
r3295,4569,7865,1,20
r3296,706,4438,1,16
r3297,1191,936,2,20
r3298,251,2469,3,10
r3299,6678,9359,3,9
r3300,4821,42,5,14
r3301,8444,5747,2,6
r3302,6633,7717,1,9
r3303,7656,4377,2,2
r3304,8840,4955,1,14
r3305,2578,2173,2,13
r3306,156,2705,4,2
r3307,644,2464,5,5
r3308,9657,2917,5,6
r3309,8717,8836,3,1
r3310,8356,3262,2,17
r3311,432,9126,2,6
r3312,1406,2685,2,5
r3313,8914,5419,5,14
r3314,7580,8415,1,14
r3315,5462,7110,4,6
r3316,5437,4977,5,19
r3317,9293,778,3,7
r3318,7796,4529,3,12
r3319,9117,3940,2,5
r3320,486,8686,5,18
r3321,6070,7351,2,11
r3322,9515,9792,2,6
r3323,2617,8037,2,9
r3324,8092,4974,1,12
r3325,6131,7946,4,13
r3326,83,5442,1,2
r3327,4442,9009,5,14
r3328,3975,5177,2,9
r3329,3157,7757,2,6
r3330,9088,7577,2,12
r3331,431,1489,1,3
r3332,2894,6269,5,7
r3333,5090,566,5,9
r3334,1793,7069,4,5
r3335,7807,4965,5,1
r3336,5396,8640,2,7
r3337,5087,2244,5,12
r3338,4199,8118,1,6
r3339,7943,4962,5,19
r3340,2142,5772,3,17
r3341,2783,6704,3,10
r3342,9620,5582,2,10
r3343,3771,8311,2,15
r3344,8551,6444,2,17
r3345,5426,7175,4,17
r3346,8251,5243,2,1
r3347,6597,5097,3,3
r3348,6028,5694,4,17
r3349,7099,6550,5,12
r3350,2647,7270,3,4
r3351,1030,1762,3,19
r3352,6103,660,1,1
r3353,3361,3587,2,3
r3354,8000,6246,3,16
r3355,6635,6573,5,6
r3356,6392,147,3,19
r3357,1734,3222,3,5
r3358,983,5719,5,16
r3359,4017,7968,3,20
r3360,4659,6159,4,2
